N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
315.0,엠씨넥스,31650.0,2000.0,+6.75%,500.0,11086.0,5389.0,107.0
316.0,한화투자증권,2640.0,55.0,-2.04%,5000.0,21143.0,121112.0,344.0
317.0,HANARO 200,34180.0,245.0,-0.71%,0.0,,,
318.0,JW중외제약,24750.0,600.0,+2.48%,2500.0,6844.0,6280.0,630.0
319.0,QV 코스피 변동성 매칭형 양매도 ETN,8015.0,0.0,0.00%,0.0,,,
320.0,프레스티지바이오파마,9330.0,10.0,+0.11%,0.0,,5176.0,-235.0
321.0,SBS,30650.0,250.0,-0.81%,5000.0,11738.0,14079.0,1856.0
322.0,롯데손해보험,1801.0,17.0,-0.94%,1000.0,36130.0,179258.0,-765.0
323.0,신성이엔지,2670.0,150.0,-5.32%,500.0,6641.0,5776.0,210.0
324.0,보령,7980.0,130.0,-1.60%,500.0,7605.0,8924.0,566.0
325.0,신한알파리츠,6210.0,30.0,-0.48%,1000.0,505.0,19241.0,305.0
326.0,DI동일,20950.0,100.0,-0.48%,500.0,9137.0,10003.0,448.0
327.0,한섬,22100.0,400.0,-1.78%,500.0,15422.0,16847.0,1683.0
328.0,삼성화재우,170200.0,300.0,-0.18%,500.0,,,
329.0,현대홈쇼핑,45100.0,200.0,-0.44%,5000.0,21017.0,27820.0,1106.0
330.0,삼성SDI우,333000.0,2500.0,-0.75%,5000.0,,,
331.0,유안타증권,2695.0,50.0,-1.82%,5000.0,24790.0,134199.0,433.0
332.0,화승엔터프라이즈,8760.0,240.0,-2.67%,500.0,16540.0,14758.0,528.0
333.0,동아쏘시오홀딩스,82800.0,300.0,-0.36%,5000.0,10149.0,17315.0,379.0
334.0,한국카본,11950.0,10.0,-0.08%,500.0,3693.0,5853.0,248.0
335.0,흥아해운,2185.0,110.0,-4.79%,500.0,1779.0,3171.0,297.0
336.0,동원F&B,27200.0,600.0,-2.16%,1000.0,40236.0,20717.0,1287.0
337.0,KBSTAR 단기통안채,108225.0,10.0,+0.01%,0.0,,,
338.0,KODEX 선진국MSCI World,22275.0,115.0,-0.51%,0.0,,,
339.0,미래에셋증권2우B,3720.0,0.0,0.00%,5000.0,,,
340.0,신영증권,55300.0,200.0,-0.36%,5000.0,23535.0,101988.0,1156.0
341.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9740.0,85.0,-0.87%,0.0,,,
342.0,동국제강,10410.0,50.0,+0.48%,5000.0,,,
343.0,쏘카,15640.0,40.0,+0.26%,100.0,3976.0,5857.0,95.0
344.0,쿠쿠홈시스,22700.0,1050.0,-4.42%,100.0,9381.0,10170.0,1199.0
345.0,TIGER 단기채권액티브,52170.0,0.0,0.00%,0.0,,,
346.0,삼성 인버스 2X 천연가스 선물 ETN C,50355.0,2850.0,-5.36%,0.0,,,
347.0,KODEX Top5PlusTR,17805.0,140.0,-0.78%,0.0,,,
348.0,부광약품,7050.0,20.0,-0.28%,500.0,1909.0,4009.0,-2.0
349.0,코람코에너지리츠,5650.0,10.0,+0.18%,500.0,344.0,12796.0,236.0
350.0,TIGER Fn반도체TOP10,9305.0,35.0,-0.37%,0.0,,,
351.0,지누스,25950.0,800.0,-2.99%,500.0,11596.0,11148.0,656.0
352.0,KODEX 미국FANG플러스(H),29025.0,50.0,-0.17%,0.0,,,
353.0,KODEX 미국나스닥100TR,13090.0,20.0,-0.15%,0.0,,,
354.0,동아에스티,56700.0,400.0,-0.70%,5000.0,6354.0,11577.0,167.0
355.0,SK디앤디,21950.0,300.0,-1.35%,1000.0,5634.0,21916.0,643.0
356.0,KODEX 코스닥150,13725.0,85.0,+0.62%,0.0,,,
357.0,ACE 미국나스닥100,15165.0,20.0,-0.13%,0.0,,,
358.0,SK렌터카,10190.0,410.0,-3.87%,500.0,12465.0,33420.0,951.0
359.0,바이오노트,4665.0,60.0,-1.27%,500.0,4797.0,17570.0,2954.0
360.0,LF,16250.0,240.0,-1.46%,5000.0,19685.0,25840.0,1852.0
361.0,고려제강,18980.0,60.0,-0.32%,1000.0,20726.0,25328.0,1335.0
362.0,국도화학,52600.0,900.0,-1.68%,5000.0,16018.0,14991.0,969.0
363.0,한화손해보험,4020.0,50.0,+1.26%,5000.0,84738.0,203827.0,2457.0
364.0,케이씨텍,22450.0,300.0,+1.35%,500.0,3782.0,4833.0,603.0
365.0,제주은행,14490.0,250.0,+1.76%,5000.0,2756.0,73203.0,270.0
366.0,삼화콘덴서,43500.0,400.0,-0.91%,1000.0,2635.0,2875.0,305.0
367.0,파미셀,7530.0,20.0,+0.27%,500.0,602.0,1127.0,89.0
368.0,빙그레,45850.0,650.0,-1.40%,5000.0,12677.0,7693.0,394.0
369.0,ACE 200,34285.0,255.0,-0.74%,0.0,,,
370.0,세아홀딩스,112300.0,0.0,0.00%,5000.0,67458.0,59200.0,1961.0
371.0,삼천리,110100.0,1000.0,+0.92%,5000.0,57891.0,50220.0,912.0
372.0,영진약품,2435.0,25.0,+1.04%,500.0,2184.0,2031.0,-74.0
373.0,송원산업,18520.0,20.0,+0.11%,500.0,13295.0,12173.0,1851.0
374.0,삼성 레버리지 WTI원유 선물 ETN,1100.0,20.0,+1.85%,0.0,,,
375.0,KB스타리츠,4370.0,160.0,-3.53%,500.0,325.0,10058.0,116.0
376.0,DB,2195.0,10.0,+0.46%,500.0,4013.0,4143.0,236.0
377.0,KODEX 반도체,32700.0,315.0,-0.95%,0.0,,,
378.0,삼양사,42350.0,400.0,-0.94%,5000.0,26524.0,29496.0,820.0
379.0,CJ CGV,9140.0,170.0,-1.83%,500.0,12813.0,36015.0,-768.0
380.0,세아제강,153800.0,2200.0,-1.41%,5000.0,18018.0,14651.0,2152.0
381.0,알루코,4845.0,35.0,+0.73%,500.0,6454.0,8169.0,346.0
382.0,NICE,11500.0,310.0,-2.62%,500.0,27529.0,33786.0,1452.0
383.0,유니드,64300.0,900.0,-1.38%,5000.0,14049.0,14893.0,1479.0
384.0,YG PLUS,6790.0,10.0,-0.15%,500.0,1402.0,2414.0,103.0
385.0,HD현대에너지솔루션,38300.0,300.0,-0.78%,5000.0,9848.0,6528.0,902.0
386.0,코리아써키트,18100.0,440.0,+2.49%,500.0,15969.0,12934.0,992.0
387.0,현대그린푸드,12550.0,80.0,-0.63%,500.0,,,
388.0,남해화학,8520.0,10.0,-0.12%,1000.0,21696.0,9029.0,626.0
389.0,유니퀘스트,15360.0,850.0,+5.86%,500.0,7395.0,6107.0,409.0
390.0,엘브이엠씨홀딩스,2440.0,10.0,+0.41%,0.0,2493.0,6673.0,-144.0
391.0,LX하우시스,46550.0,200.0,-0.43%,5000.0,36112.0,24837.0,149.0
392.0,TIGER 미국달러단기채권액티브,11315.0,20.0,-0.18%,0.0,,,
393.0,티와이홀딩스,8150.0,50.0,-0.61%,500.0,3536.0,22830.0,224.0
394.0,일동제약,15220.0,150.0,-0.98%,1000.0,6377.0,6558.0,-735.0
395.0,유진투자증권,4165.0,140.0,-3.25%,5000.0,18216.0,80764.0,181.0
396.0,풀무원,10570.0,70.0,-0.66%,500.0,28383.0,20492.0,263.0
397.0,TIGER KRX2차전지K-뉴딜,19275.0,130.0,+0.68%,0.0,,,
398.0,신한 레버리지 WTI원유 선물 ETN(H),805.0,15.0,+1.90%,0.0,,,
399.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,76.0,163.0,-30.0
400.0,에어부산,3425.0,55.0,+1.63%,1000.0,4050.0,12279.0,-813.0
401.0,유나이티드제약,24450.0,550.0,+2.30%,500.0,2625.0,4179.0,482.0
402.0,삼성FN리츠,5100.0,0.0,0.00%,500.0,68.0,7444.0,46.0
403.0,일진전기,10580.0,0.0,0.00%,1000.0,11647.0,8395.0,315.0
404.0,STX,12720.0,1990.0,+18.55%,2500.0,11886.0,7418.0,-20.0
405.0,맵스리얼티1,4215.0,15.0,-0.35%,0.0,,,
406.0,조일알미늄,3090.0,180.0,+6.19%,500.0,5624.0,3677.0,158.0
407.0,HJ중공업,4695.0,40.0,-0.84%,5000.0,17882.0,25677.0,66.0
408.0,신영증권우,54900.0,400.0,-0.72%,5000.0,,,
409.0,한국자산신탁,3115.0,35.0,-1.11%,500.0,2330.0,13638.0,1469.0
410.0,롯데정보통신,25050.0,800.0,-3.09%,5000.0,10477.0,8719.0,343.0
411.0,LG생활건강우,182600.0,2800.0,-1.51%,5000.0,,,
412.0,한화리츠,5370.0,10.0,-0.19%,500.0,193.0,7165.0,118.0
413.0,HL홀딩스,37250.0,50.0,+0.13%,5000.0,12771.0,22799.0,858.0
414.0,KODEX 단기변동금리부채권액티브,107150.0,5.0,0.00%,0.0,,,
415.0,HDC,6250.0,140.0,-2.19%,5000.0,50449.0,115923.0,1585.0
416.0,한일홀딩스,11950.0,260.0,-2.13%,1000.0,19656.0,32680.0,1325.0
417.0,대원강업,5930.0,80.0,+1.37%,500.0,10245.0,10104.0,221.0
418.0,BGF,3820.0,30.0,-0.78%,1000.0,4350.0,19380.0,612.0
419.0,아세아시멘트,9370.0,160.0,+1.74%,500.0,10401.0,20400.0,1180.0
420.0,남양유업,506000.0,0.0,0.00%,5000.0,9647.0,9023.0,-868.0
421.0,SGC에너지,24800.0,800.0,-3.12%,5000.0,28233.0,30544.0,2094.0
422.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11175.0,25.0,-0.22%,0.0,,,
423.0,코오롱플라스틱,9450.0,50.0,-0.53%,1000.0,5181.0,3870.0,460.0
424.0,ARIRANG 종합채권(AA-이상)액티브,102270.0,165.0,-0.16%,0.0,,,
425.0,세진중공업,6310.0,50.0,-0.79%,500.0,4101.0,5518.0,249.0
426.0,풍산홀딩스,35600.0,200.0,-0.56%,5000.0,3877.0,11428.0,802.0
427.0,휴스틸,6330.0,30.0,+0.48%,1000.0,10309.0,12064.0,2892.0
428.0,백광산업,7850.0,90.0,+1.16%,500.0,2327.0,4032.0,279.0
429.0,서울가스,70400.0,3300.0,+4.92%,5000.0,17245.0,18713.0,33.0
430.0,SOL 종합채권(AA-이상)액티브,101410.0,85.0,+0.08%,0.0,,,
431.0,신도리코,34350.0,100.0,-0.29%,5000.0,3782.0,10385.0,-22.0
432.0,퍼시스,30050.0,250.0,-0.83%,1000.0,3813.0,5448.0,327.0
433.0,일성신약,25850.0,450.0,-1.71%,1000.0,612.0,4944.0,13.0
434.0,E1,50100.0,150.0,+0.30%,5000.0,79908.0,43397.0,2787.0
435.0,대신증권우,13210.0,70.0,-0.53%,5000.0,,,
436.0,TYM,7600.0,130.0,-1.68%,2500.0,11661.0,7821.0,1220.0
437.0,KBSTAR KIS국고채30년Enhanced,67390.0,245.0,-0.36%,0.0,,,
438.0,한국토지신탁,1350.0,15.0,-1.10%,1000.0,2129.0,17181.0,533.0
439.0,SNT다이내믹스,10250.0,0.0,0.00%,2500.0,4080.0,9310.0,258.0
440.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
441.0,SIMPAC,5170.0,30.0,-0.58%,500.0,6722.0,9651.0,1189.0
442.0,교보증권,5230.0,70.0,-1.32%,5000.0,40659.0,134173.0,517.0
443.0,광동제약,6440.0,150.0,-2.28%,1000.0,14315.0,9320.0,382.0
444.0,LG헬로비전,4350.0,120.0,-2.68%,2500.0,11679.0,14280.0,538.0
445.0,남선알미늄,2605.0,10.0,-0.38%,500.0,2557.0,4012.0,-25.0
446.0,TIGER 25-10 회사채(A+이상)액티브,50440.0,20.0,+0.04%,0.0,,,
447.0,포스코스틸리온,55900.0,2000.0,+3.71%,5000.0,12021.0,5545.0,382.0
448.0,STX엔진,14420.0,30.0,-0.21%,2500.0,5440.0,8534.0,-88.0
449.0,한일현대시멘트,17100.0,150.0,-0.87%,5000.0,4712.0,6491.0,352.0
450.0,잇츠한불,15070.0,30.0,-0.20%,500.0,1307.0,4862.0,48.0
451.0,아이마켓코리아,9870.0,10.0,-0.10%,500.0,35882.0,12250.0,563.0
452.0,한화3우B,14650.0,20.0,-0.14%,5000.0,,,
453.0,대한제강,13330.0,280.0,-2.06%,1000.0,21416.0,12205.0,2154.0
454.0,이리츠코크렙,5140.0,50.0,-0.96%,500.0,217.0,6930.0,167.0
455.0,한농화성,20750.0,400.0,+1.97%,500.0,2394.0,2254.0,45.0
456.0,일양약품,17000.0,120.0,-0.70%,2500.0,3838.0,4982.0,404.0
457.0,한미글로벌,29550.0,650.0,-2.15%,500.0,3744.0,3731.0,307.0
458.0,KODEX ESG종합채권(A-이상)액티브,103675.0,15.0,-0.01%,0.0,,,
459.0,조광피혁,48500.0,0.0,0.00%,5000.0,1220.0,4420.0,5.0
460.0,KODEX 은행,5880.0,70.0,-1.18%,0.0,,,
461.0,아모레퍼시픽우,30400.0,650.0,-2.09%,500.0,,,
462.0,SK증권,679.0,4.0,-0.59%,500.0,12507.0,64648.0,179.0
463.0,수산인더스트리,22300.0,100.0,-0.45%,200.0,3035.0,5772.0,506.0
464.0,동국씨엠,10600.0,200.0,-1.85%,5000.0,,,
465.0,KODEX 코스피,26280.0,135.0,-0.51%,0.0,,,
466.0,에스엠벡셀,2820.0,145.0,+5.42%,500.0,1368.0,1496.0,34.0
467.0,현대퓨처넷,2820.0,70.0,-2.42%,500.0,1542.0,9153.0,95.0
468.0,에이프로젠,1224.0,18.0,-1.45%,500.0,783.0,5999.0,-1193.0
469.0,지역난방공사,26800.0,200.0,-0.74%,5000.0,41730.0,74781.0,-4039.0
470.0,농심홀딩스,66800.0,700.0,-1.04%,5000.0,6746.0,13891.0,528.0
471.0,대원제약,14080.0,10.0,+0.07%,500.0,4789.0,4536.0,430.0
472.0,서흥,26650.0,150.0,-0.56%,500.0,6350.0,9264.0,620.0
473.0,대한제당,3430.0,105.0,-2.97%,500.0,13781.0,12195.0,381.0
474.0,삼진제약,22100.0,100.0,-0.45%,1000.0,2740.0,4066.0,232.0
475.0,현대코퍼레이션,23200.0,700.0,+3.11%,5000.0,61270.0,18313.0,668.0
476.0,아세아,141400.0,100.0,-0.07%,5000.0,20723.0,31824.0,2326.0
477.0,스카이라이프,6380.0,20.0,-0.31%,2500.0,10342.0,13613.0,632.0
478.0,웅진씽크빅,2635.0,65.0,-2.41%,500.0,9333.0,7908.0,276.0
479.0,아세아제지,33900.0,300.0,-0.88%,5000.0,10234.0,10349.0,1094.0
480.0,히어로즈 CD금리액티브(합성),100455.0,15.0,+0.01%,0.0,,,
481.0,TRUE KIS CD금리투자 ETN,50475.0,0.0,0.00%,0.0,,,
482.0,콘텐트리중앙,15640.0,660.0,-4.05%,5000.0,8521.0,25881.0,-716.0
483.0,이연제약,16620.0,80.0,-0.48%,500.0,1540.0,4847.0,96.0
484.0,락앤락,5940.0,80.0,-1.33%,500.0,5212.0,7085.0,23.0
485.0,신성통상,2070.0,25.0,-1.19%,500.0,14658.0,10228.0,1399.0
486.0,DL건설,13450.0,120.0,-0.88%,5000.0,19624.0,17468.0,811.0
487.0,KODEX 국고채3년,57610.0,25.0,-0.04%,0.0,,,
488.0,KEC,2030.0,20.0,-0.98%,500.0,2562.0,4011.0,180.0
489.0,진원생명과학,3770.0,5.0,-0.13%,1000.0,487.0,2229.0,-401.0
490.0,모토닉,8880.0,40.0,-0.45%,500.0,2239.0,4641.0,138.0
491.0,한진,19590.0,330.0,-1.66%,5000.0,28494.0,40932.0,1145.0
492.0,도화엔지니어링,8670.0,180.0,-2.03%,500.0,5558.0,5226.0,119.0
493.0,한국쉘석유,224500.0,500.0,-0.22%,5000.0,3016.0,1723.0,351.0
494.0,대동,12080.0,180.0,-1.47%,1000.0,14637.0,17138.0,883.0
495.0,동화약품,10330.0,60.0,-0.58%,1000.0,3404.0,4611.0,299.0
496.0,KISCO홀딩스,17820.0,220.0,-1.22%,1000.0,18106.0,17359.0,1979.0
497.0,TIGER 미국배당다우존스,10150.0,30.0,-0.29%,0.0,,,
498.0,TIGER 미국S&P500선물(H),51040.0,25.0,-0.05%,0.0,,,
499.0,TIGER 중장기국채,48635.0,90.0,-0.18%,0.0,,,
500.0,TIGER 리츠부동산인프라,4665.0,25.0,-0.53%,0.0,,,
501.0,한화갤러리아,1475.0,9.0,-0.61%,500.0,,,
502.0,대상홀딩스,7820.0,400.0,-4.87%,1000.0,52267.0,40153.0,1438.0
503.0,SOL 2차전지소부장Fn,9875.0,285.0,+2.97%,0.0,,,
504.0,일진다이아,19600.0,100.0,+0.51%,1000.0,1868.0,5993.0,33.0
505.0,한국철강,6530.0,90.0,-1.36%,1000.0,10642.0,9387.0,1215.0
506.0,현대차증권,8700.0,100.0,-1.14%,5000.0,11860.0,102331.0,1146.0
507.0,스틱인베스트먼트,6610.0,160.0,-2.36%,500.0,604.0,2539.0,103.0
508.0,삼익THK,13060.0,40.0,+0.31%,500.0,3391.0,4440.0,206.0
509.0,KODEX 미국채울트라30년선물(H),8750.0,0.0,0.00%,0.0,,,
510.0,케이씨,20200.0,500.0,-2.42%,500.0,8580.0,10046.0,1012.0
511.0,동국홀딩스,17140.0,40.0,+0.23%,5000.0,85111.0,64512.0,7435.0
512.0,제일약품,18540.0,50.0,-0.27%,500.0,7222.0,4569.0,-135.0
513.0,삼양패키징,17200.0,30.0,-0.17%,5000.0,4074.0,6426.0,237.0
514.0,덕양산업,8330.0,130.0,+1.59%,500.0,15420.0,5202.0,307.0
515.0,환인제약,14510.0,170.0,-1.16%,500.0,1989.0,3694.0,298.0
516.0,KBSTAR Fn수소경제테마,10030.0,65.0,-0.64%,0.0,,,
517.0,한솔제지,11210.0,10.0,-0.09%,5000.0,24580.0,22100.0,1302.0
518.0,SNT홀딩스,16350.0,80.0,-0.49%,500.0,16295.0,25584.0,1447.0
519.0,경방,9700.0,60.0,-0.61%,500.0,3892.0,12483.0,319.0
520.0,광주신세계,33250.0,150.0,-0.45%,1000.0,1849.0,9135.0,656.0
521.0,KBSTAR 미국나스닥100,14680.0,20.0,-0.14%,0.0,,,
522.0,코오롱글로벌,13830.0,110.0,-0.79%,5000.0,26021.0,28341.0,1667.0
523.0,한국콜마홀딩스,14080.0,240.0,-1.68%,500.0,6499.0,12691.0,330.0
524.0,현대차3우B,108600.0,0.0,0.00%,5000.0,,,
525.0,KODEX 미국달러SOFR금리액티브(합성),10125.0,5.0,+0.05%,0.0,,,
526.0,키다리스튜디오,7020.0,180.0,-2.50%,500.0,1694.0,3788.0,43.0
527.0,코오롱모빌리티그룹,4100.0,40.0,+0.99%,500.0,,,
528.0,한솔테크닉스,8000.0,50.0,-0.62%,5000.0,16474.0,10719.0,551.0
529.0,미래에셋 레버리지 원유선물혼합 ETN(H),6265.0,125.0,+2.04%,0.0,,,
530.0,효성화학,80500.0,6500.0,-7.47%,5000.0,28786.0,31311.0,-3367.0
531.0,세종공업,9210.0,10.0,-0.11%,500.0,18589.0,11494.0,321.0
532.0,AK홀딩스,19290.0,50.0,-0.26%,5000.0,37880.0,50043.0,-218.0
533.0,아주스틸,9620.0,110.0,-1.13%,500.0,10562.0,7602.0,46.0
534.0,TIGER 24-04 회사채(A+이상)액티브,50585.0,25.0,+0.05%,0.0,,,
535.0,에이프로젠바이오로직스,380.0,0.0,0.00%,500.0,652.0,6761.0,-54.0
536.0,ARIRANG 국고채30년액티브,92905.0,1560.0,-1.65%,0.0,,,
537.0,동양,1053.0,4.0,+0.38%,500.0,7677.0,9836.0,79.0
538.0,KODEX 23-12 국고채액티브,10250.0,5.0,-0.05%,0.0,,,
539.0,NPC,6810.0,60.0,-0.87%,500.0,5446.0,5273.0,235.0
540.0,큐로,1068.0,38.0,-3.44%,500.0,1057.0,1927.0,129.0
541.0,테이팩스,52600.0,500.0,+0.96%,500.0,1823.0,1976.0,255.0
542.0,자이에스앤디,6430.0,80.0,-1.23%,1000.0,24790.0,19527.0,1989.0
543.0,코오롱,19670.0,150.0,-0.76%,5000.0,56599.0,44775.0,3110.0
544.0,SOL 미국배당다우존스,9320.0,25.0,-0.27%,0.0,,,
545.0,BYC,393000.0,8000.0,-2.00%,5000.0,1697.0,6689.0,253.0
546.0,하나제약,13780.0,170.0,-1.22%,500.0,2108.0,3460.0,312.0
547.0,현대비앤지스틸,16200.0,820.0,+5.33%,5000.0,12812.0,8578.0,335.0
548.0,삼영무역,13170.0,80.0,-0.60%,500.0,4925.0,6242.0,194.0
549.0,대성홀딩스,15040.0,100.0,+0.67%,1000.0,12532.0,13913.0,70.0
550.0,와이투솔루션,1323.0,17.0,-1.27%,500.0,1205.0,1266.0,18.0
551.0,일신방직,10370.0,70.0,-0.67%,500.0,5931.0,11767.0,-160.0
552.0,GS글로벌,2920.0,20.0,+0.69%,2500.0,50709.0,14194.0,705.0
553.0,태경비케이,8730.0,330.0,+3.93%,500.0,3451.0,3612.0,319.0
554.0,디아이씨,6190.0,110.0,-1.75%,500.0,6959.0,6482.0,313.0
555.0,사조대림,26200.0,300.0,-1.13%,5000.0,20188.0,11683.0,977.0
556.0,세방,12390.0,90.0,+0.73%,500.0,12904.0,12810.0,451.0
557.0,종근당홀딩스,47500.0,850.0,-1.76%,2500.0,9090.0,13764.0,-329.0
558.0,태경산업,8130.0,290.0,+3.70%,500.0,7334.0,6250.0,549.0
559.0,한전산업,7270.0,110.0,-1.49%,500.0,3460.0,1578.0,187.0
560.0,JW홀딩스,3260.0,5.0,-0.15%,500.0,8645.0,11576.0,1033.0
561.0,TIGER 일본니케이225,18070.0,100.0,-0.55%,0.0,,,
562.0,TIGER 차이나CSI300,9160.0,85.0,-0.92%,0.0,,,
563.0,한국금융지주우,39850.0,200.0,-0.50%,5000.0,,,
564.0,CJ4우(전환),55200.0,1800.0,-3.16%,5000.0,,,
565.0,현대지에프홀딩스,3650.0,15.0,-0.41%,500.0,39232.0,31851.0,600.0
566.0,넥센,4350.0,20.0,-0.46%,500.0,30040.0,47269.0,-225.0
567.0,미원홀딩스,99800.0,100.0,-0.10%,500.0,4993.0,4859.0,228.0
568.0,일진홀딩스,4690.0,45.0,-0.95%,1000.0,14339.0,15861.0,449.0
569.0,신세계 I&C,13380.0,0.0,0.00%,500.0,5969.0,4829.0,375.0
570.0,무림P&P,3680.0,15.0,-0.41%,2500.0,7741.0,16041.0,683.0
571.0,NI스틸,8010.0,60.0,-0.74%,500.0,3554.0,3974.0,677.0
572.0,KBSTAR 미국S&P500,12675.0,25.0,-0.20%,0.0,,,
573.0,동성케미컬,4520.0,20.0,-0.44%,1000.0,11401.0,8995.0,554.0
574.0,삼성 인버스 2X WTI원유 선물 ETN,150.0,5.0,+3.45%,0.0,,,
575.0,KPX케미칼,46300.0,500.0,-1.07%,5000.0,9836.0,7768.0,465.0
576.0,금호건설,6060.0,40.0,-0.66%,5000.0,20485.0,16912.0,559.0
577.0,대창단조,7830.0,250.0,-3.09%,500.0,4215.0,3382.0,499.0
578.0,대한제분,132200.0,1300.0,-0.97%,5000.0,13682.0,13184.0,433.0
579.0,디아이,7880.0,70.0,+0.90%,500.0,2310.0,2746.0,112.0
580.0,대성에너지,8100.0,90.0,+1.12%,1000.0,10209.0,8345.0,9.0
581.0,KBSTAR ESG사회책임투자,10545.0,95.0,-0.89%,0.0,,,
582.0,대교,2620.0,30.0,-1.13%,500.0,6831.0,6667.0,-500.0
583.0,롯데하이마트,9390.0,300.0,-3.10%,5000.0,33368.0,24642.0,-520.0
584.0,대덕,6540.0,10.0,-0.15%,500.0,16619.0,19034.0,1969.0
585.0,서연,9380.0,40.0,+0.43%,500.0,32515.0,23235.0,1886.0
586.0,LS네트웍스,2790.0,10.0,-0.36%,5000.0,3629.0,13004.0,80.0
587.0,하이트진로홀딩스,9450.0,130.0,+1.39%,5000.0,24843.0,39450.0,2025.0
588.0,교촌에프앤비,8740.0,20.0,-0.23%,500.0,5175.0,3050.0,88.0
589.0,ACE 베트남VN30(합성),17850.0,100.0,+0.56%,0.0,,,
590.0,신대양제지,5400.0,70.0,+1.31%,500.0,6764.0,8845.0,509.0
591.0,부국증권,20950.0,400.0,-1.87%,5000.0,9834.0,14814.0,605.0
592.0,ACE 단기통안채,101925.0,15.0,+0.01%,0.0,,,
593.0,다올투자증권,3545.0,80.0,-2.21%,5000.0,18420.0,95037.0,1070.0
594.0,HDC랩스,8310.0,40.0,-0.48%,500.0,6107.0,3826.0,123.0
595.0,TIGER 23-12 국공채액티브,205060.0,10.0,0.00%,0.0,,,
596.0,STX중공업,7520.0,180.0,+2.45%,2500.0,1793.0,4163.0,113.0
597.0,KPX홀딩스,50800.0,0.0,0.00%,5000.0,12404.0,18199.0,555.0
598.0,그린케미칼,8920.0,110.0,-1.22%,500.0,3249.0,1966.0,172.0
599.0,성신양회,8710.0,50.0,-0.57%,5000.0,10304.0,11876.0,18.0
600.0,TIGER 반도체,33920.0,320.0,-0.93%,0.0,,,
601.0,JW생명과학,13400.0,60.0,-0.45%,2500.0,1889.0,2529.0,271.0
602.0,LS전선아시아,6920.0,70.0,-1.00%,500.0,8185.0,5067.0,275.0
603.0,이월드,1486.0,20.0,-1.33%,1000.0,1265.0,4317.0,146.0
604.0,금강공업,7180.0,510.0,-6.63%,1000.0,7289.0,10948.0,339.0
605.0,경동인베스트,88600.0,3600.0,+4.24%,5000.0,2755.0,5868.0,147.0
606.0,KBSTAR 200TR,18300.0,145.0,-0.79%,0.0,,,
607.0,디앤디플랫폼리츠,3245.0,10.0,-0.31%,1000.0,208.0,8680.0,111.0
608.0,화승인더,3770.0,70.0,-1.82%,500.0,19130.0,17795.0,733.0
609.0,삼성제약,3095.0,10.0,+0.32%,500.0,518.0,1179.0,-140.0
610.0,HLB글로벌,4900.0,85.0,-1.71%,500.0,446.0,1202.0,-147.0
611.0,KSS해운,8990.0,170.0,-1.86%,500.0,4454.0,16592.0,695.0
612.0,KODEX K-메타버스액티브,8725.0,80.0,-0.91%,0.0,,,
613.0,두산우,51500.0,700.0,-1.34%,5000.0,,,
614.0,경인양행,4945.0,195.0,-3.79%,500.0,4026.0,5483.0,281.0
615.0,AJ네트웍스,4395.0,65.0,-1.46%,1000.0,12084.0,14814.0,754.0
616.0,제일파마홀딩스,12790.0,140.0,+1.11%,500.0,7930.0,8657.0,-75.0
617.0,삼성출판사,20350.0,400.0,-1.93%,500.0,517.0,2115.0,-9.0
618.0,선진,8500.0,80.0,-0.93%,500.0,18708.0,13336.0,706.0
619.0,퍼스텍,4120.0,5.0,+0.12%,500.0,1602.0,2113.0,31.0
620.0,TIGER 현대차그룹+펀더멘털,24815.0,100.0,-0.40%,0.0,,,
621.0,SOL 200TR,12085.0,90.0,-0.74%,0.0,,,
622.0,사조산업,39800.0,250.0,-0.62%,5000.0,6610.0,11666.0,552.0
623.0,금호석유우,65800.0,700.0,-1.05%,5000.0,,,
624.0,흥국화재,3085.0,50.0,-1.59%,5000.0,45289.0,139661.0,1860.0
625.0,삼성전기우,67700.0,900.0,-1.31%,5000.0,,,
626.0,KBSTAR IT플러스,18750.0,85.0,-0.45%,0.0,,,
627.0,S-Oil우,48800.0,550.0,-1.11%,2500.0,,,
628.0,경농,10050.0,340.0,-3.27%,500.0,3616.0,4486.0,410.0
629.0,한독,14250.0,40.0,-0.28%,500.0,5438.0,8711.0,285.0
630.0,삼성 레버리지 천연가스 선물 ETN C,19590.0,930.0,+4.98%,0.0,,,
631.0,한세예스24홀딩스,4890.0,35.0,-0.71%,500.0,33221.0,20370.0,1929.0
632.0,LG우,64500.0,1000.0,-1.53%,5000.0,,,
633.0,제이에스코퍼레이션,14510.0,420.0,-2.81%,100.0,9751.0,5338.0,815.0
634.0,삼영전자,9650.0,40.0,-0.41%,500.0,2278.0,5393.0,163.0
635.0,KBSTAR 단기종합채권(AA-이상)액티브,104515.0,5.0,0.00%,0.0,,,
636.0,코람코더원리츠,4770.0,30.0,-0.62%,500.0,69.0,5169.0,44.0
637.0,TIGER KRX BBIG K-뉴딜,6585.0,25.0,-0.38%,0.0,,,
